observation_id,signal_id,observed_at,views,likes,comments,shares,saves,search_rank,trend_rank,velocity_1h,velocity_6h,sentiment_th,comment_themes_th,raw_snapshot_json,observer_agent
obs-gt-us-sharon-stone-ex-husband-43e23940-20260605180225,gt-us-sharon-stone-ex-husband-43e23940,2026-06-05T18:02:25+07:00,,,,,,4,4,100+,100+,unknown,keyword trend: sharon stone ex husband,"{""title"": ""sharon stone ex husband"", ""geo"": ""US"", ""approx"": ""100+"", ""pub_date"": ""Fri, 5 Jun 2026 03:40:00 -0700"", ""news"": [{""title"": ""Sharon Stone says marriage ended when husband walked out over her decision to get a mastectomy"", ""url"": ""https://www.yahoo.com/entertainment/celebrity/articles/sharon-stone-says-marriage-ended-165956982.html"", ""source"": ""Yahoo""}, {""title"": ""Sharon Stone's Husband Stormed Out Over Her Mastectomy Decision, And Women Everywhere Share Her Pain"", ""url"": ""https://www.buzzfeed.com/leylamohammed/sharon-stone-husband-reaction-mastectomy-sparks-discourse"", ""source"": ""BuzzFeed""}, {""title"": ""Sharon Stone Reveals That She Was Misdiagnosed With Breast Cancer and Got Unnecessary Surgery"", ""url"": ""https://www.instyle.com/sharon-stone-recalls-cancer-misdiagnosis-that-led-to-unnecessary-surgery-11990594"", ""source"": ""InStyle""}]}",social_media_scanner_google_trends
obs-gt-us-peco-280bb3fd-20260605180225,gt-us-peco-280bb3fd,2026-06-05T18:02:25+07:00,,,,,,5,5,100+,100+,unknown,keyword trend: peco,"{""title"": ""peco"", ""geo"": ""US"", ""approx"": ""100+"", ""pub_date"": ""Fri, 5 Jun 2026 03:40:00 -0700"", ""news"": [{""title"": ""Residents, businesses voice concern as energy costs spike throughout Pennsylvania"", ""url"": ""https://www.wtae.com/article/energy-costs-spike-pennsylvania/71463180"", ""source"": ""WTAE""}, {""title"": ""Electric rates expected to change across PA"", ""url"": ""https://www.aol.com/news/electric-rates-expected-change-across-005325048.html"", ""source"": ""AOL.com""}, {""title"": ""Williams, Topper, House Republicans Push Ratepayer Protection Plan as Electricity Prices Climb"", ""url"": ""https://fcfreepresspa.com/williams-topper-house-republicans-push-ratepayer-protection-plan-as-electricity-prices-climb/"", ""source"": ""Franklin County Free Press""}]}",social_media_scanner_google_trends
obs-gt-us-facebook-user-privacy-settlement-08e94a7a-20260605180225,gt-us-facebook-user-privacy-settlement-08e94a7a,2026-06-05T18:02:25+07:00,,,,,,6,6,500+,500+,unknown,keyword trend: facebook user privacy settlement,"{""title"": ""facebook user privacy settlement"", ""geo"": ""US"", ""approx"": ""500+"", ""pub_date"": ""Fri, 5 Jun 2026 03:30:00 -0700"", ""news"": [{""title"": ""Bonus payments announced in $725M Facebook privacy settlement. Here’s how much you’ll get"", ""url"": ""https://thehill.com/policy/technology/5909872-bonus-payments-announced-in-725m-facebook-privacy-settlement-heres-how-much-youll-get/"", ""source"": ""The Hill""}, {""title"": ""Second Facebook privacy settlement checks start June 9 — Facebook User Privacy Settlement"", ""url"": ""https://twaslnews1.twaslnews.com/1985307/"", ""source"": ""شبكة تواصل الإخبارية""}, {""title"": ""Did you get an email? Some users may get a second Facebook settlement check"", ""url"": ""https://www.msn.com/en-us/money/other/did-you-get-an-email-some-users-may-get-a-second-facebook-settlement-check/ar-AA24QO72"", ""source"": ""MSN""}]}",social_media_scanner_google_trends
obs-gt-us-turks-and-caicos-b77218e6-20260605180225,gt-us-turks-and-caicos-b77218e6,2026-06-05T18:02:25+07:00,,,,,,7,7,1000+,1000+,unknown,keyword trend: turks and caicos,"{""title"": ""turks and caicos"", ""geo"": ""US"", ""approx"": ""1000+"", ""pub_date"": ""Fri, 5 Jun 2026 03:30:00 -0700"", ""news"": [{""title"": ""Overcrowded migrant vessel with 240 people on board intercepted near Turks and Caicos"", ""url"": ""https://www.foxnews.com/us/overcrowded-migrant-vessel-240-people-board-intercepted-near-turks-caicos"", ""source"": ""Fox News""}, {""title"": ""Coast Guard, CBP AMO, partner agencies interdict 240 aliens near Turks and Caicos Islands"", ""url"": ""https://www.news.uscg.mil/Press-Releases/Article/4509058/coast-guard-cbp-amo-partner-agencies-interdict-240-aliens-near-turks-and-caicos/"", ""source"": ""United States Coast Guard News (.mil)""}, {""title"": ""WATCH: Overcrowded boat carrying 240 Haitian migrants interdicted near Turks and Caicos"", ""url"": ""https://cbs12.com/news/florida/coast-guard-partner-agencies-interdict-240-migrants-near-turks-and-caicos-islands-overloaded-boat-taking-on-water-marine-units-haitian-nationals-immigration-border-protection"", ""source"": ""WPEC""}]}",social_media_scanner_google_trends
obs-gt-us-matt-brown-cause-of-death-1e462251-20260605180225,gt-us-matt-brown-cause-of-death-1e462251,2026-06-05T18:02:25+07:00,,,,,,8,8,200+,200+,unknown,keyword trend: matt brown cause of death,"{""title"": ""matt brown cause of death"", ""geo"": ""US"", ""approx"": ""200+"", ""pub_date"": ""Fri, 5 Jun 2026 03:30:00 -0700"", ""news"": [{""title"": ""“Alaskan Bush People” star Matt Brown's official cause of death revealed"", ""url"": ""https://www.yahoo.com/entertainment/celebrity/articles/alaskan-bush-people-star-matt-231242503.html"", ""source"": ""Yahoo""}, {""title"": ""'Alaskan Bush People' star Matt Brown's cause of death revealed: report"", ""url"": ""https://www.foxnews.com/entertainment/alaskan-bush-people-star-matt-browns-cause-death-revealed-report"", ""source"": ""Fox News""}, {""title"": ""Family of Matt Brown from ‘Alaskan Bush People’ reflect on his life and death"", ""url"": ""https://www.alaskasnewssource.com/2026/06/02/family-matt-brown-alaskan-bush-people-reflect-his-life-death/"", ""source"": ""Alaska's News Source""}]}",social_media_scanner_google_trends
obs-gt-us-invisible-dormant-black-hole-science-04fa8aa1-20260605180225,gt-us-invisible-dormant-black-hole-science-04fa8aa1,2026-06-05T18:02:25+07:00,,,,,,9,9,100+,100+,unknown,keyword trend: invisible dormant black hole science,"{""title"": ""invisible dormant black hole science"", ""geo"": ""US"", ""approx"": ""100+"", ""pub_date"": ""Fri, 5 Jun 2026 03:30:00 -0700"", ""news"": [{""title"": ""A direct black-hole mass measurement in a little red dot at high redshift"", ""url"": ""https://www.nature.com/articles/s41586-026-10579-4"", ""source"": ""Nature""}, {""title"": ""James Webb telescope discovers most distant 'dormant' black hole in the universe, and it weighs as much as 6 billion suns"", ""url"": ""https://www.livescience.com/space/black-holes/james-webb-telescope-detects-most-distant-dormant-black-hole-in-the-universe-invisible-in-all-wavelengths-of-light"", ""source"": ""Live Science""}, {""title"": ""NASA’s Webb Reveals Black Hole That Formed Before Its Galaxy"", ""url"": ""https://science.nasa.gov/missions/webb/nasas-webb-reveals-black-hole-that-formed-before-its-galaxy/"", ""source"": ""NASA Science (.gov)""}]}",social_media_scanner_google_trends
obs-gt-us-wic-program-benefit-reduction-legislatio-3484612f-20260605180225,gt-us-wic-program-benefit-reduction-legislatio-3484612f,2026-06-05T18:02:25+07:00,,,,,,10,10,100+,100+,unknown,keyword trend: wic program benefit reduction legislation,"{""title"": ""wic program benefit reduction legislation"", ""geo"": ""US"", ""approx"": ""100+"", ""pub_date"": ""Fri, 5 Jun 2026 03:30:00 -0700"", ""news"": [{""title"": ""House passes agriculture and FDA appropriations bill"", ""url"": ""https://thehill.com/homenews/house/5910698-house-agriculture-fda-appropriations-bill/"", ""source"": ""The Hill""}, {""title"": ""Trump bails out his loyal supporters as economy tumbles: report"", ""url"": ""https://www.alternet.org/trump-farmers-economy-iran/"", ""source"": ""Alternet""}, {""title"": ""House, Senate set up FDA funding action"", ""url"": ""https://www.politico.com/newsletters/prescription-pulse/2026/06/02/house-senate-set-up-fda-funding-action-00944797"", ""source"": ""Politico""}]}",social_media_scanner_google_trends
obs-gt-th-ฮุน-เซน-a0e70e86-20260605180309,gt-th-ฮุน-เซน-a0e70e86,2026-06-05T18:03:09+07:00,,,,,,1,1,200+,200+,unknown,keyword trend: ฮุน เซน,"{""title"": ""ฮุน เซน"", ""geo"": ""TH"", ""approx"": ""200+"", ""pub_date"": ""Fri, 5 Jun 2026 03:40:00 -0700"", ""news"": [{""title"": ""นายกฯ มอบ 'สีหศักดิ์' ตัวแทนไทยเข้ากระบวนการ UNCLOS กร้าวปิดประตูคุย JBC-GBC"", ""url"": ""https://www.thaipost.net/hi-light/1008957/"", ""source"": ""Thaipost.net""}, {""title"": ""“อนุทิน” มอบ “สีหศักดิ์” คุย UNCLOS ไม่กังวลกัมพูชาช่วงชิงพื้นที่เวทีโลก"", ""url"": ""https://www.thairath.co.th/news/politic/2937624"", ""source"": ""Thairath.co.th""}, {""title"": ""ไทย-กัมพูชา เห็นต่างเจรจาประนอมภาคบังคับ?"", ""url"": ""https://www.thaipbs.or.th/program/khaoTieng/watch/2s19f845igel"", ""source"": ""Thai PBS""}]}",social_media_scanner_google_trends
obs-gt-th-ศาล-621a34f8-20260605180309,gt-th-ศาล-621a34f8,2026-06-05T18:03:09+07:00,,,,,,2,2,1000+,1000+,unknown,keyword trend: ศาล,"{""title"": ""ศาล"", ""geo"": ""TH"", ""approx"": ""1000+"", ""pub_date"": ""Fri, 5 Jun 2026 02:30:00 -0700"", ""news"": [{""title"": ""“ปกรณ์” ชี้ ศร.เรียกผู้เชี่ยวชาญให้ความเห็นปม พ.ร.ก.กู้เงินเป็นเรื่องปกติ"", ""url"": ""https://www.thaipbs.or.th/news/content/506716"", ""source"": ""Thai PBS""}, {""title"": ""“ธนกร” แนะวงเงินกู้ 2 แสนล้านสำหรับลงทุนด้านเปลี่ยนผ่านพลังงาน ต้องโปร่งใส คุ้มค่า"", ""url"": ""https://www.thairath.co.th/news/politic/2937459"", ""source"": ""Thairath.co.th""}, {""title"": ""อภิสิทธิ์ จี้ทบทวนใหม่ เงื่อนไขบัตรคนจน ตัดสิทธิพ่อแม่ ชี้ รัฐเข้มงวดผิดทาง"", ""url"": ""https://news.ch7.com/detail/877304"", ""source"": ""Ch7.com""}]}",social_media_scanner_google_trends
obs-gt-th-ราคาทอง-1-บาท-วันนี้-584ec118-20260605180309,gt-th-ราคาทอง-1-บาท-วันนี้-584ec118,2026-06-05T18:03:09+07:00,,,,,,3,3,5000+,5000+,unknown,keyword trend: ราคาทอง 1 บาท วันนี้,"{""title"": ""ราคาทอง 1 บาท วันนี้"", ""geo"": ""TH"", ""approx"": ""5000+"", ""pub_date"": ""Fri, 5 Jun 2026 00:30:00 -0700"", ""news"": [{""title"": ""ราคาทอง 1 บาทวันนี้ 5 มิถุนายน 2569 อัปเดตล่าสุด ทองคำแท่ง-ทองรูปพรรณ ขยับกี่บาท"", ""url"": ""https://www.thairath.co.th/news/society/2937521"", ""source"": ""Thairath.co.th""}, {""title"": ""บทวิเคราะห์ราคาทองคำประจำวันที่ 05 มิถุนายน 2569"", ""url"": ""https://www.intergold.co.th/investor_core/analyze-05-jun-2026/"", ""source"": ""InterGold""}, {""title"": ""ราคาทองเปิดตลาด ราคาทองปรับลง 250 ขายออกที่บาทละ 68,850 บาท"", ""url"": ""https://news.ch7.com/detail/877229"", ""source"": ""Ch7.com""}]}",social_media_scanner_google_trends
obs-gt-th-การเมือง-9c2c1b5f-20260605180309,gt-th-การเมือง-9c2c1b5f,2026-06-05T18:03:09+07:00,,,,,,4,4,5000+,5000+,unknown,keyword trend: การเมือง,"{""title"": ""การเมือง"", ""geo"": ""TH"", ""approx"": ""5000+"", ""pub_date"": ""Thu, 4 Jun 2026 21:20:00 -0700"", ""news"": [{""title"": ""ปลัด ยธ.คาดกระบวนการปล่อยตัว \""ทักษิณ\"" เสร็จสิ้น มิ.ย.นี้"", ""url"": ""https://www.thaipbs.or.th/news/content/506733"", ""source"": ""Thai PBS""}, {""title"": ""กระบวนการปล่อยตัว “ทักษิณ” เสร็จสิ้น มิ.ย.นี้ มีผู้ได้รับพระราชทานอภัยโทษ 1 หมื่นคน"", ""url"": ""https://www.thairath.co.th/news/politic/2937638"", ""source"": ""Thairath.co.th""}, {""title"": ""นายกฯ ชี้ \""แม้ว\"" พ้นโทษไม่ต้องกังวลมีอิทธิพลเหนือรบ. เชื่อวางมือการเมืองจริง ไร้ปัญหาถอนร่างพท.แก้รธน."", ""url"": ""https://mgronline.com/politics/detail/9690000053279"", ""source"": ""ผู้จัดการออนไลน์""}]}",social_media_scanner_google_trends
obs-gt-th-scratch-ffdf8c66-20260605180309,gt-th-scratch-ffdf8c66,2026-06-05T18:03:09+07:00,,,,,,5,5,1000+,1000+,unknown,keyword trend: scratch,"{""title"": ""scratch"", ""geo"": ""TH"", ""approx"": ""1000+"", ""pub_date"": ""Thu, 4 Jun 2026 20:20:00 -0700"", ""news"": [{""title"": ""Hoosier Lottery pulls Space Invaders scratch-off over ‘technical issue’"", ""url"": ""https://fox59.com/indiana-news/hoosier-lottery-pulls-space-invaders-scratch-off-over-technical-issue/"", ""source"": ""Fox 59""}, {""title"": ""Scratch-off players thought they won big. There was a 'technical issue'"", ""url"": ""https://www.usatoday.com/story/money/lottery/2026/06/03/hoosier-lottery-space-invaders-scratch-off-prize-confusion/90388215007/"", ""source"": ""USA Today""}, {""title"": ""Hoosier Lottery pauses Space Invaders Scratch-off due to 'technical issues'"", ""url"": ""https://wsbt.com/news/local/hoosier-lottery-pauses-space-invaders-scratch-off-technical-issue-winner-ticket-scan-issue-complaint-indiana"", ""source"": ""WSBT""}]}",social_media_scanner_google_trends
obs-gt-th-เม็กซิโก-พบ-เซอร์เบีย-f215860c-20260605180309,gt-th-เม็กซิโก-พบ-เซอร์เบีย-f215860c,2026-06-05T18:03:09+07:00,,,,,,6,6,500+,500+,unknown,keyword trend: เม็กซิโก พบ เซอร์เบีย,"{""title"": ""เม็กซิโก พบ เซอร์เบีย"", ""geo"": ""TH"", ""approx"": ""500+"", ""pub_date"": ""Thu, 4 Jun 2026 18:50:00 -0700"", ""news"": [{""title"": ""Mexico earn dominant 5-1 victory in World Cup sendoff match"", ""url"": ""https://www.espn.com/soccer/story/_/id/48971934/mexico-earn-dominant-5-1-victory-world-cup-sendoff-match"", ""source"": ""ESPN""}, {""title"": ""Mexico vs Serbia: Friendlies stats & head-to-head"", ""url"": ""https://www.bbc.com/sport/football/live/cx21z2l1213t"", ""source"": ""BBC""}, {""title"": ""How to watch today's Mexico vs Serbia Friendly game for FREE: Live stream, TV channel, and start time"", ""url"": ""https://www.goal.com/en-us/news/live-stream-online-tv-where-to-watch-mexico-v-serbia/blt6984146bda3f83de"", ""source"": ""Goal.com""}]}",social_media_scanner_google_trends
obs-gt-th-บางจาก-คอร์ปอเรชั่น-aa76bca3-20260605180309,gt-th-บางจาก-คอร์ปอเรชั่น-aa76bca3,2026-06-05T18:03:09+07:00,,,,,,7,7,100+,100+,unknown,keyword trend: บางจาก คอร์ปอเรชั่น,"{""title"": ""บางจาก คอร์ปอเรชั่น"", ""geo"": ""TH"", ""approx"": ""100+"", ""pub_date"": ""Thu, 4 Jun 2026 16:10:00 -0700"", ""news"": [{""title"": ""กลุ่มบริษัทบางจาก ร่วมขับเคลื่อน โครงการแสงนำใจไทยทั้งชาติ เดิน วิ่ง ปั่น ป้องกันอัมพาต ครั้งที่ 12 เฉลิมพระเกียรติ"", ""url"": ""https://www.newswit.com/th/ies01wrge2o3hfqjw0i7lnrsvag2kjx3"", ""source"": ""newswit""}, {""title"": ""กลุ่มบริษัทบางจาก ร่วมขับเคลื่อน โครงการแสงนำใจไทยทั้งชาติ เดิน วิ่ง ปั่น ป้องกันอัมพาต ครั้งที่ 12 เฉลิมพระเกียรติ"", ""url"": ""https://www.thaipr.net/general/3727715"", ""source"": ""ThaiPR.NET""}, {""title"": ""อัปเดตราคาน้ำมันล่าสุด 5 มิ.ย. สำรวจราคาเบนซิน-ดีเซล | The Better"", ""url"": ""https://today.line.me/th/v3/article/VxKZ5RR"", ""source"": ""LINE TODAY""}]}",social_media_scanner_google_trends
obs-gt-th-สภาพอากาศวันนี้-24bb778a-20260605180309,gt-th-สภาพอากาศวันนี้-24bb778a,2026-06-05T18:03:09+07:00,,,,,,8,8,200+,200+,unknown,keyword trend: สภาพอากาศวันนี้,"{""title"": ""สภาพอากาศวันนี้"", ""geo"": ""TH"", ""approx"": ""200+"", ""pub_date"": ""Thu, 4 Jun 2026 16:00:00 -0700"", ""news"": [{""title"": ""มรสุมพาดผ่านฝนตกหนักถึงหนักมากบางพื้นที่ ร้อยละ 70 | The Better"", ""url"": ""https://today.line.me/th/v3/article/x2W1YB8"", ""source"": ""LINE TODAY""}, {""title"": ""พบกลุ่มฝนเล็กน้อยถึงปานกลางที่ จ.ปทุมธานี"", ""url"": ""https://mgronline.com/uptodate/detail/9690000052703"", ""source"": ""ผู้จัดการออนไลน์""}, {""title"": ""พายุฝนถล่มเชียงใหม่ ลมกระโชกซัดเสาไฟ ต้นไม้โค่นทับบ้านเรือน รถพังเสียหายยับ!"", ""url"": ""https://www.dailynews.co.th/news/5916910/"", ""source"": ""เดลินิวส์""}]}",social_media_scanner_google_trends
obs-gt-th-lpga-3752fbe7-20260605180309,gt-th-lpga-3752fbe7,2026-06-05T18:03:09+07:00,,,,,,9,9,200+,200+,unknown,keyword trend: lpga,"{""title"": ""lpga"", ""geo"": ""TH"", ""approx"": ""200+"", ""pub_date"": ""Thu, 4 Jun 2026 15:40:00 -0700"", ""news"": [{""title"": ""สรุปผลกอล์ฟ LPGA: โปรแพตตี้ ปภังกร รั้งที่ 8 ร่วม \""จีโน่\""+2 เปิดฉากยูเอส วีเมนส์ โอเพ่น"", ""url"": ""https://www.siamsport.co.th/other-sports/golf/104711/"", ""source"": ""Siamsport""}, {""title"": ""\""โปรแพตตี\"" รั้งที่ 8 สวิงเมเจอร์-\""โปรจีโน่\"" เครื่องยังไม่ร้อน"", ""url"": ""https://www.dailynews.co.th/news/5920174/"", ""source"": ""เดลินิวส์""}, {""title"": ""แพ็ตตี้ประเดิมลบ 2 ที่ 7 ร่วม รอบแรก เมเจอร์ ยูเอส วีเมนส์ โอเพ่น"", ""url"": ""https://www.matichon.co.th/sport/golf/news_5748220"", ""source"": ""Matichon Online""}]}",social_media_scanner_google_trends
obs-gt-th-หวยพัฒนา-85ee42cc-20260605180309,gt-th-หวยพัฒนา-85ee42cc,2026-06-05T18:03:09+07:00,,,,,,10,10,1000+,1000+,unknown,keyword trend: หวยพัฒนา,"{""title"": ""หวยพัฒนา"", ""geo"": ""TH"", ""approx"": ""1000+"", ""pub_date"": ""Thu, 4 Jun 2026 15:00:00 -0700"", ""news"": [{""title"": ""หวยลาววันนี้ 5 มิถุนายน 2569 ผลหวยลาววันนี้ ตรวจผลหวยลาวพัฒนา"", ""url"": ""https://www.sanook.com/news/9892694/"", ""source"": ""Sanook""}, {""title"": ""หวยลาววันนี้ งวดประจำวันที่ 5 มิถุนายน 2569 ผลหวยพัฒนา ตรวจรางวัล ล่าสุด หวยลาว ออกอะไร | Khaosod"", ""url"": ""https://today.line.me/th/v3/article/609GYwj"", ""source"": ""LINE TODAY""}, {""title"": ""สถิติหวยลาววันพฤหัสบดี 04/06/69 หวยลาววันนี้ งวด 4 มิถุนายน 2569"", ""url"": ""https://www.komchadluek.net/lottery/lottery-statistics/617996"", ""source"": ""komchadluek""}]}",social_media_scanner_google_trends
obs-gt-us-melanie-hyer-doral-5dc14684-20260605180309,gt-us-melanie-hyer-doral-5dc14684,2026-06-05T18:03:09+07:00,,,,,,1,1,200+,200+,unknown,keyword trend: melanie hyer doral,"{""title"": ""melanie hyer doral"", ""geo"": ""US"", ""approx"": ""200+"", ""pub_date"": ""Fri, 5 Jun 2026 03:50:00 -0700"", ""news"": [{""title"": ""Father killed daughters and prominent realtor before killing himself, officials say"", ""url"": ""https://www.nbcmiami.com/news/local/doral-isles-murder-suicide-family/3817093/"", ""source"": ""NBC 6 South Florida""}, {""title"": ""Fla. Realtor and Two Daughters Killed by Her Ex-Husband in Apparent Murder-Suicide"", ""url"": ""https://people.com/realtor-ex-daughters-dead-in-apparent-murder-suicide-11990860"", ""source"": ""People.com""}, {""title"": ""Florida dad killed daughters and prominent realtor before killing himself, officials confirm"", ""url"": ""https://nypost.com/2026/06/05/us-news/flordia-father-ryan-charles-whiten-murdered-daughters-and-prominent-realtor-before-killing-himself-officials-confirm/"", ""source"": ""New York Post""}]}",social_media_scanner_google_trends
obs-gt-us-england-vs-new-zealand-b972350b-20260605180309,gt-us-england-vs-new-zealand-b972350b,2026-06-05T18:03:09+07:00,,,,,,2,2,200+,200+,unknown,keyword trend: england vs new zealand,"{""title"": ""england vs new zealand"", ""geo"": ""US"", ""approx"": ""200+"", ""pub_date"": ""Fri, 5 Jun 2026 03:50:00 -0700"", ""news"": [{""title"": ""England vs New Zealand: Ollie Robinson's road to redemption has perfect start at Lord's"", ""url"": ""https://www.bbc.com/sport/cricket/articles/cevpvx108l9o"", ""source"": ""BBC""}, {""title"": ""England v New Zealand: first men’s cricket Test, day two – live"", ""url"": ""https://www.theguardian.com/sport/live/2026/jun/05/england-v-new-zealand-first-mens-cricket-test-day-two-live"", ""source"": ""The Guardian""}, {""title"": ""Score summary - England vs New Zealand, first Test, Lord's"", ""url"": ""https://www.skysports.com/cricket/news/12040/13550856/england-vs-new-zealand-ollie-robinson-bags-three-wickets-in-over-as-test-summer-begins-in-breathless-fashion-at-lords"", ""source"": ""Sky Sports""}]}",social_media_scanner_google_trends
obs-gt-us-taylah-preston-bdfc6139-20260605180309,gt-us-taylah-preston-bdfc6139,2026-06-05T18:03:09+07:00,,,,,,3,3,100+,100+,unknown,keyword trend: taylah preston,"{""title"": ""taylah preston"", ""geo"": ""US"", ""approx"": ""100+"", ""pub_date"": ""Fri, 5 Jun 2026 03:50:00 -0700"", ""news"": [{""title"": ""Taylah Preston vs Ashlyn Krueger Prediction & Picks - WTA 125K Birmingham, Great Britain Women Singles"", ""url"": ""https://www.sportytrader.com/us/picks/taylah-preston-ashlyn-krueger-353188/"", ""source"": ""SportyTrader""}]}",social_media_scanner_google_trends
obs-gt-us-sharon-stone-ex-husband-43e23940-20260605180309,gt-us-sharon-stone-ex-husband-43e23940,2026-06-05T18:03:09+07:00,,,,,,4,4,100+,100+,unknown,keyword trend: sharon stone ex husband,"{""title"": ""sharon stone ex husband"", ""geo"": ""US"", ""approx"": ""100+"", ""pub_date"": ""Fri, 5 Jun 2026 03:40:00 -0700"", ""news"": [{""title"": ""Sharon Stone says marriage ended when husband walked out over her decision to get a mastectomy"", ""url"": ""https://www.yahoo.com/entertainment/celebrity/articles/sharon-stone-says-marriage-ended-165956982.html"", ""source"": ""Yahoo""}, {""title"": ""Sharon Stone's Husband Stormed Out Over Her Mastectomy Decision, And Women Everywhere Share Her Pain"", ""url"": ""https://www.buzzfeed.com/leylamohammed/sharon-stone-husband-reaction-mastectomy-sparks-discourse"", ""source"": ""BuzzFeed""}, {""title"": ""Sharon Stone Reveals That She Was Misdiagnosed With Breast Cancer and Got Unnecessary Surgery"", ""url"": ""https://www.instyle.com/sharon-stone-recalls-cancer-misdiagnosis-that-led-to-unnecessary-surgery-11990594"", ""source"": ""InStyle""}]}",social_media_scanner_google_trends
obs-gt-us-peco-280bb3fd-20260605180309,gt-us-peco-280bb3fd,2026-06-05T18:03:09+07:00,,,,,,5,5,100+,100+,unknown,keyword trend: peco,"{""title"": ""peco"", ""geo"": ""US"", ""approx"": ""100+"", ""pub_date"": ""Fri, 5 Jun 2026 03:40:00 -0700"", ""news"": [{""title"": ""Residents, businesses voice concern as energy costs spike throughout Pennsylvania"", ""url"": ""https://www.wtae.com/article/energy-costs-spike-pennsylvania/71463180"", ""source"": ""WTAE""}, {""title"": ""Electric rates expected to change across PA"", ""url"": ""https://www.aol.com/news/electric-rates-expected-change-across-005325048.html"", ""source"": ""AOL.com""}, {""title"": ""Williams, Topper, House Republicans Push Ratepayer Protection Plan as Electricity Prices Climb"", ""url"": ""https://fcfreepresspa.com/williams-topper-house-republicans-push-ratepayer-protection-plan-as-electricity-prices-climb/"", ""source"": ""Franklin County Free Press""}]}",social_media_scanner_google_trends
obs-gt-us-facebook-user-privacy-settlement-08e94a7a-20260605180309,gt-us-facebook-user-privacy-settlement-08e94a7a,2026-06-05T18:03:09+07:00,,,,,,6,6,500+,500+,unknown,keyword trend: facebook user privacy settlement,"{""title"": ""facebook user privacy settlement"", ""geo"": ""US"", ""approx"": ""500+"", ""pub_date"": ""Fri, 5 Jun 2026 03:30:00 -0700"", ""news"": [{""title"": ""Bonus payments announced in $725M Facebook privacy settlement. Here’s how much you’ll get"", ""url"": ""https://thehill.com/policy/technology/5909872-bonus-payments-announced-in-725m-facebook-privacy-settlement-heres-how-much-youll-get/"", ""source"": ""The Hill""}, {""title"": ""Second Facebook privacy settlement checks start June 9 — Facebook User Privacy Settlement"", ""url"": ""https://twaslnews1.twaslnews.com/1985307/"", ""source"": ""شبكة تواصل الإخبارية""}, {""title"": ""Did you get an email? Some users may get a second Facebook settlement check"", ""url"": ""https://www.msn.com/en-us/money/other/did-you-get-an-email-some-users-may-get-a-second-facebook-settlement-check/ar-AA24QO72"", ""source"": ""MSN""}]}",social_media_scanner_google_trends
obs-gt-us-turks-and-caicos-b77218e6-20260605180309,gt-us-turks-and-caicos-b77218e6,2026-06-05T18:03:09+07:00,,,,,,7,7,1000+,1000+,unknown,keyword trend: turks and caicos,"{""title"": ""turks and caicos"", ""geo"": ""US"", ""approx"": ""1000+"", ""pub_date"": ""Fri, 5 Jun 2026 03:30:00 -0700"", ""news"": [{""title"": ""Overcrowded migrant vessel with 240 people on board intercepted near Turks and Caicos"", ""url"": ""https://www.foxnews.com/us/overcrowded-migrant-vessel-240-people-board-intercepted-near-turks-caicos"", ""source"": ""Fox News""}, {""title"": ""Coast Guard, CBP AMO, partner agencies interdict 240 aliens near Turks and Caicos Islands"", ""url"": ""https://www.news.uscg.mil/Press-Releases/Article/4509058/coast-guard-cbp-amo-partner-agencies-interdict-240-aliens-near-turks-and-caicos/"", ""source"": ""United States Coast Guard News (.mil)""}, {""title"": ""WATCH: Overcrowded boat carrying 240 Haitian migrants interdicted near Turks and Caicos"", ""url"": ""https://cbs12.com/news/florida/coast-guard-partner-agencies-interdict-240-migrants-near-turks-and-caicos-islands-overloaded-boat-taking-on-water-marine-units-haitian-nationals-immigration-border-protection"", ""source"": ""WPEC""}]}",social_media_scanner_google_trends
obs-gt-us-matt-brown-cause-of-death-1e462251-20260605180309,gt-us-matt-brown-cause-of-death-1e462251,2026-06-05T18:03:09+07:00,,,,,,8,8,200+,200+,unknown,keyword trend: matt brown cause of death,"{""title"": ""matt brown cause of death"", ""geo"": ""US"", ""approx"": ""200+"", ""pub_date"": ""Fri, 5 Jun 2026 03:30:00 -0700"", ""news"": [{""title"": ""“Alaskan Bush People” star Matt Brown's official cause of death revealed"", ""url"": ""https://www.yahoo.com/entertainment/celebrity/articles/alaskan-bush-people-star-matt-231242503.html"", ""source"": ""Yahoo""}, {""title"": ""'Alaskan Bush People' star Matt Brown's cause of death revealed: report"", ""url"": ""https://www.foxnews.com/entertainment/alaskan-bush-people-star-matt-browns-cause-death-revealed-report"", ""source"": ""Fox News""}, {""title"": ""Family of Matt Brown from ‘Alaskan Bush People’ reflect on his life and death"", ""url"": ""https://www.alaskasnewssource.com/2026/06/02/family-matt-brown-alaskan-bush-people-reflect-his-life-death/"", ""source"": ""Alaska's News Source""}]}",social_media_scanner_google_trends
